OID;OBJECTID;IDDATACION;CODIGOMUES;UNIDADGEOL;LITOLOGIA;EDADAÑOSB;ERRORAÑOS;EDADMA;ERRORMA;EDADGRASIM;EDADGRAS_1;EDADESTRAT;EDADESHERE;METODODATA;MATERIALAN;RELACIONIN;MSWD;PX2;DISPERSION;NUMEROGRAN;NUMEROALIC;FUENTEGEOR;COORDENADA;COORDENA_1;SISTEMACOO;LATITUD;LONGITUD;REFERENCIA;CITAREFERE;IDREFERENC;COMENTARIO;URL
3642;3643;1558;JR023R;Stock de Arrayanes La Playa;Andesita porfirítica; ; ;17,61;± 1,05; ; ;Mioceno (N1); ;Ar–Ar;Hornblenda; ; ; ; ; ; ; ;710491;1012372;MAGNA_Colombia_Oeste;"1° 58' 41,000"" N";"76° 57' 58,680"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de fusión total de moderada confiabilidad debido al bajo contenido de K;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3643;3644;1559;JR023R;Stock de Arrayanes La Playa;Andesita porfirítica; ; ;17,62;± 1,12; ; ;Mioceno (N1); ;Ar–Ar;Hornblenda; ; ; ; ; ; ; ;710491;1012372;MAGNA_Colombia_Oeste;"1° 58' 41,000"" N";"76° 57' 58,680"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de fusión total de moderada confiabilidad debido al bajo contenido de K;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3644;3645;1562;34.02;Stock de Arrayanes La Playa;Riolita; ; ;17,7;± 0,4; ; ;Mioceno (N1); ;K–Ar;Biotita; ; ; ; ; ; ; ;708537;1007260;MAGNA_Colombia_Oeste;"1° 57' 37,399"" N";"77° 00' 44,094"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3645;3646;1564;JC008R;Rocas hipoabisales andesíticas;Andesita porfirítica; ; ;17,76;± 0,10; ; ;Mioceno (N1); ;Ar–Ar;Biotita; ;0,76; ; ; ; ; ;668206;974611;MAGNA_Colombia_Oeste;"1° 35' 44,290"" N";"77° 18' 20,400"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de meseta interpretada como de enfriamiento, la cual debe ser muy próxima a la de cristalización magmática por ser un cuerpo hipoabisal;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3646;3647;1568;JC008R;Rocas hipoabisales andesíticas;Andesita porfirítica; ; ;17,93;± 0,26; ; ;Mioceno (N1); ;Ar–Ar;Biotita; ;0,52; ; ; ; ; ;668206;974611;MAGNA_Colombia_Oeste;"1° 35' 44,290"" N";"77° 18' 20,400"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de isócrona inversa;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3647;3648;1574;38.01;Stock de Arrayanes La Playa;Dacita; ; ;18;± 0,4; ; ;Mioceno (N1); ;K–Ar;Roca total; ; ; ; ; ; ; ;707307;1007420;MAGNA_Colombia_Oeste;"1° 56' 57,351"" N";"77° 00' 38,917"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3648;3649;1577;CM001R; ;Andesita porfirítica; ; ;18,1;± 1,01; ; ;Mioceno (N1); ;Ar–Ar;Hornblenda; ; ; ; ; ; ; ;659066;986612;MAGNA_Colombia_Oeste;"1° 30' 46,763"" N";"77° 11' 52,138"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad integrada;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3649;3650;1583;CM001R; ;Andesita porfirítica; ; ;18,4;± 3; ; ;Mioceno (N1); ;Ar–Ar;Hornblenda; ;2,5; ; ; ; ; ;659066;986612;MAGNA_Colombia_Oeste;"1° 30' 46,763"" N";"77° 11' 52,138"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de isócrona inversa;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3650;3651;1590;CM001R; ;Andesita porfirítica; ; ;18,61;± 0,59; ; ;Mioceno (N1); ;Ar–Ar;Hornblenda; ;2,4; ; ; ; ; ;659066;986612;MAGNA_Colombia_Oeste;"1° 30' 46,763"" N";"77° 11' 52,138"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de meseta interpretada como de enfriamiento, la cual debe ser muy próxima a la de cristalización magmática por ser un cuerpo hipoabisal;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3651;3652;1611;5.02; ;Tonalita; ; ;19,2;± 0,4; ; ;Mioceno (N1); ;K–Ar;Roca total; ; ; ; ; ; ; ;779988;1034454;MAGNA_Colombia_Oeste;"2° 36' 23,471"" N";"76° 46' 03,664"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3652;3653;1630;44.01; ;Andesita; ; ;19,9;± 0,5; ; ;Mioceno (N1); ;K–Ar;Anfíbol; ; ; ; ; ; ; ;670456;990381;MAGNA_Colombia_Oeste;"1° 36' 57,585"" N";"77° 09' 50,227"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3653;3654;1631;64.02;Formación Esmita;Andesita; ; ;19,9;± 0,5; ; ;Mioceno (N1); ;K–Ar;Roca total; ; ; ; ; ; ;Las coordenadas reportadas por el autor no coinciden con la Figura 3.1. Se obtuvo las coordenadas del punto a partir de la georreferenciación de esta figura;735655;1029697;MAGNA_Colombia_Oeste;"2° 12' 20,199"" N";"76° 48' 37,948"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3654;3655;1641;66.01;Formación Esmita;Andesita; ; ;20;± 0,4; ; ;Mioceno (N1); ;K–Ar;Roca total; ; ; ; ; ; ;Las coordenadas reportadas por el autor no coinciden con la Figura 3.1. Se obtuvo las coordenadas del punto a partir de la georreferenciación de esta figura;735655;1029697;MAGNA_Colombia_Oeste;"2° 12' 20,199"" N";"76° 48' 37,948"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3655;3656;1651;68.01;Formación Esmita;Andesita; ; ;20,5;± 0,4; ; ;Mioceno (N1); ;K–Ar;Roca total; ; ; ; ; ; ;Las coordenadas reportadas por el autor no coinciden con la Figura 3.1. Se obtuvo las coordenadas del punto a partir de la georreferenciación de esta figura;735655;1029697;MAGNA_Colombia_Oeste;"2° 12' 20,199"" N";"76° 48' 37,948"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3656;3657;1669;55.01; ;Dacita; ; ;21,1;± 1,1; ; ;Mioceno (N1); ;K–Ar;Anfíbol; ; ; ; ; ; ; ;666406;970981;MAGNA_Colombia_Oeste;"1° 34' 45,691"" N";"77° 20' 17,846"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3657;3658;1677;54.01; ;Andesita; ; ;21,5;± 0,4; ; ;Mioceno (N1); ;K–Ar;Anfíbol; ; ; ; ; ; ; ;665906;969981;MAGNA_Colombia_Oeste;"1° 34' 29,387"" N";"77° 20' 50,184"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3658;3659;1701;59.01;Complejo Migmatítico de Cocha Río Téllez;Andesita; ; ;22,6;± 0,6; ; ;Mioceno (N1); ;K–Ar;Anfíbol; ; ; ; ; ; ; ;796508;1082579;MAGNA_Colombia_Oeste;"2° 45' 20,617"" N";"76° 20' 05,492"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3659;3660;1800;JR008R;Grupo Diabásico; ; ; ;28,3;± 2,4; ; ;Oligoceno (E3); ;Ar–Ar;Hornblenda; ;1,16; ; ; ; ; ;639305;957815;MAGNA_Colombia_Oeste;"1° 20' 03,296"" N";"77° 27' 23,611"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de isócrona inversa de baja confianza por exceso de Ar, interpretada como de alteración;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3660;3661;1862;4.01; ;Dacita; ; ;33,9;± 0,7; ; ;Oligoceno (E3)–Eoceno (E2); ;K–Ar;Roca total; ; ; ; ; ; ;Las coordenadas reportadas por el autor no coinciden con la Figura 3.1. Se obtuvo las coordenadas del punto a partir de la georreferenciación de esta figura;774797;1043377;MAGNA_Colombia_Oeste;"2° 33' 34,407"" N";"76° 41' 14,874"" W";Risnes, K. 1995. Géodynamique du sud–ouest des Andes colombiennes (dépression du Cauca–Patía) durant le Néogène. Approche paléomagnétique. Tesis de doctorado, Universidad de Ginebra, 169 p. Ginebra, Suiza.;Risnes (1995);249; ; 
3661;3662;1931;JR008R;Grupo Diabásico; ; ; ;39,65;± 3,47; ; ;Eoceno (E2); ;Ar–Ar;Hornblenda; ; ; ; ; ; ; ;639305;957815;MAGNA_Colombia_Oeste;"1° 20' 03,296"" N";"77° 27' 23,611"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad integrada de baja confianza por exceso de Ar, interpretada como de alteración;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3662;3663;2176;124G;Esquistos de Jambaló;Esquisto de glaucofana; ; ;54,5;± 1,6; ; ;Eoceno (E2); ;Ar–Ar;Paragonita; ;1,86; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta, error en la edad por exceso de Ar;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3663;3664;2263;ER003R; ;Tonalita; ; ;59,35;± 0,57; ; ;Paleoceno (E1); ;Ar–Ar;Hornblenda; ; ; ; ; ; ; ;653890;996021;MAGNA_Colombia_Oeste;"1° 27' 58,243"" N";"77° 06' 47,764"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad integrada, alteración de hornblenda;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3664;3665;2297;125M;Esquistos de Jambaló;Esquisto de glaucofana; ; ;61,4;± 1,7; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798096;1083644;MAGNA_Colombia_Oeste;"2° 46' 12,286"" N";"76° 19' 30,986"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3665;3666;2301;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;61,5;± 1,8; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3666;3667;2305;ER003R; ;Tonalita; ; ;61,7;± 1,2; ; ;Paleoceno (E1); ;Ar–Ar;Hornblenda; ;0,48; ; ; ; ; ;653890;996021;MAGNA_Colombia_Oeste;"1° 27' 58,243"" N";"77° 06' 47,764"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de isócrona inversa. Alteración de hornblenda;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3667;3668;2307;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;61,8;± 0,9; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ;0,85; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3668;3669;2310;ER003R; ;Tonalita; ; ;61,96;± 0,59; ; ;Paleoceno (E1); ;Ar–Ar;Hornblenda; ;0,42; ; ; ; ; ;653890;996021;MAGNA_Colombia_Oeste;"1° 27' 58,243"" N";"77° 06' 47,764"" W";González, H. 2010. Geoquímica, geocronología de las unidades litológicas asociadas al Sistema de Fallas Cauca–Romeral, sector centro–sur, Tomo I. INGEOMINAS, informe interno, 412 p. Medellín.;González (2010);122;Edad de meseta, alteración de hornblenda;http://aplicaciones1.ingeominas.gov.co/Bodega/i_vector/220/06/0000/24335/documento/pdf/2105243351101000.pdf
3669;3670;2320;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,2;± 0,2; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3670;3671;2321;124G;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,3;± 1,1; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ;1,04; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3671;3672;2322;124G;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,3;± 1,8; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3672;3673;2323;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,4;± 0,2; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ;1,74; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3673;3674;2324;124G;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,4;± 0,3; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3674;3675;2326;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,5;± 1,5; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ; ; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad gas total;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3675;3676;2337;124F;Esquistos de Jambaló;Esquisto de glaucofana; ; ;62,9;± 1,0; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ;0,92; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
3676;3677;2339;124G;Esquistos de Jambaló;Esquisto de glaucofana; ; ;63;± 0,3; ; ;Paleoceno (E1); ;Ar–Ar;Paragonita; ;1,75; ; ; ; ;Se obtuvo las coordenadas del punto a partir de la georreferenciación del Anexo I de Bustamante (2008) [56];798250;1083666;MAGNA_Colombia_Oeste;"2° 46' 17,313"" N";"76° 19' 30,263"" W";Bustamante, A., Juliani, C., Hall, C.M. & Essene, E.J. 2011. 40Ar/39Ar ages from blueschists of the Jambaló region, Central Cordillera of Colombia: Implications on the styles of accretion in the northern Andes. Geologica Acta, 9(3–4): 351–362.;Bustamante et al. (2011);57;Edad de meseta;http://www.geologica-acta.com/MostrarAbstractAC.do?abstract=gav0903a08
